-77.1370115,39.1329803
-77.0391754,38.8501078
-76.745195,39.1089644
-77.2749964,39.4140137
-77.4816693,38.9658112
-76.7913558,39.4205296
-77.6307018,39.2587484
-76.6528225,38.8111447
-77.3439283,38.6418278
-77.1255055,39.6923494
-76.4215988,39.295848
-76.9873477,38.5299364
-77.9053182,39.0007289
-77.7337628,38.7251427
-77.5504779,39.6478492
-76.2826675,38.952314
-76.5719414,39.6693606
-77.9624435,39.406384
-76.5661622,38.4765545
-77.5390127,38.3836812
-76.8144298,39.9100964
-77.2347674,39.9729262
-78.2703951,39.1616759
-77.1485163,38.2372863
-76.1435915,39.5675952
-76.1377935,38.6834793
-78.1593766,38.7134739
-75.9579358,39.0971804
-77.9510209,39.7820331
-77.665066,39.9847065
-76.7682775,38.2048528
-77.9967043,38.4319863
-76.3521514,39.9365876
-78.3614672,39.5393157
-76.1551866,38.3918476
-78.4979248,38.8965185
-76.860565,40.1976672
-77.665066,38.0749603
-76.3695167,38.1118968
-75.6440842,38.9049922
-75.7487779,39.6203775
-77.3094674,40.3188011
-78.099421,40.0710807
-77.1370115,37.9134646
-78.509288,38.5564924
-75.9579358,39.9290961
-78.7,39.26
-75.5509602,39.3013331
-78.4524591,39.8335457
-75.7592457,38.4597961
-78.187719,38.1373298
-76.3868797,40.2927633
-77.779537,40.3398705
-78.7816219,39.5503927
-75.911483,38.1658605
-76.8144298,37.77296
-78.8835548,38.9135817
-77.4931403,37.7538236
-76.8028933,40.5019612
-78.5547283,38.2492969
-75.4111644,38.6706584
-75.9579358,40.2306667
-75.4985521,39.8464022
-77.9338846,37.7950671
-77.3116215,40.6165978
-78.9231667,38.5604496
-78.5320107,40.1757986
-79.0871005,39.2417629
-76.3817724,37.7159347
-78.8609122,39.8738557
-75.1662121,39.2825609
-75.3995089,38.3708595
-78.2248291,40.4569395
-75.1778853,39.5780239
-77.1600201,37.5395334
-75.5477029,40.1767757
-75.5509602,38.0695412
-76.3753046,40.6413389
-77.9167457,40.6553935
-78.9627624,38.2678944
-79.1774268,39.6597028
-78.4524591,37.8109105
-79.2451149,38.7824022
-77.665066,37.4890452
-76.7913558,37.4564007
-75.9695465,40.5620797
-74.9384135,39.0238037
-75.0669552,38.5494249
-76.8836261,40.8206063
-75.0932352,39.8670843
-77.5848665,40.8294858
