4012715,34.6843736,-82.95154126,,2017-12-07 19:19:22
4012715,34.6843308087,-82.9516407141,,2017-12-07 19:19:23
4012715,34.6843308087,-82.9516407141,,2017-12-07 19:19:24
4012715,34.6843308087,-82.9516407141,,2017-12-07 19:19:26
4012715,34.6843274,-82.9518166033,,2017-12-07 19:19:27
4012715,34.6843274,-82.9518166033,,2017-12-07 19:19:28
4012715,34.6843274,-82.9518166033,,2017-12-07 19:19:29
4012715,34.6843274,-82.9518166033,,2017-12-07 19:19:31
4012715,34.6843274,-82.9518166033,,2017-12-07 19:19:32
4012715,34.6843445477,-82.9524009791,,2017-12-07 19:19:33
4012715,34.6843445477,-82.9524009791,,2017-12-07 19:19:34
4012715,34.6843445477,-82.9524009791,,2017-12-07 19:19:36
4012715,34.6843445477,-82.9524009791,,2017-12-07 19:19:37
4012715,34.6843445477,-82.9524009791,,2017-12-07 19:19:38
4012715,34.6843417541,-82.9532473456,4176816,2017-12-07 19:19:40
4012715,34.6843417541,-82.9532473456,4176816,2017-12-07 19:19:41
4012715,34.6843141223,-82.9537149592,4176816,2017-12-07 19:19:42
4012715,34.6843141223,-82.9537149592,4176816,2017-12-07 19:19:44
4012715,34.6843141223,-82.9537149592,4176816,2017-12-07 19:19:45
4012715,34.6843141223,-82.9537149592,4176816,2017-12-07 19:19:46
4012715,34.6843141223,-82.9537149592,4176816,2017-12-07 19:19:47
4012715,34.6842550493,-82.954483907,4176816,2017-12-07 19:19:49
4012715,34.6842550493,-82.954483907,4176816,2017-12-07 19:19:50
4012715,34.6842422566,-82.9546172204,4176816,2017-12-07 19:19:51
4012715,34.6842422566,-82.9546172204,4176816,2017-12-07 19:19:53
4012715,34.6842422566,-82.9546172204,4176816,2017-12-07 19:19:54
4012715,34.6842422566,-82.9546172204,4176816,2017-12-07 19:19:55
4012715,34.6842422566,-82.9546172204,4176816,2017-12-07 19:19:56
4012715,34.6844215861,-82.9546978852,4176816,2017-12-07 19:19:58
4012715,34.6844215861,-82.9546978852,4176816,2017-12-07 19:19:59
4012715,34.6844215861,-82.9546978852,4176816,2017-12-07 19:20:00
4012715,34.6846106888,-82.9547244038,4176816,2017-12-07 19:20:02
4012715,34.6846106888,-82.9547244038,4176816,2017-12-07 19:20:03
4012715,34.6846106888,-82.9547244038,4176816,2017-12-07 19:20:04
4012715,34.6846106888,-82.9547244038,4176816,2017-12-07 19:20:05
4012715,34.6846106888,-82.9547244038,4176816,2017-12-07 19:20:07
4012715,34.6850932908,-82.9547833102,4176816,2017-12-07 19:20:08
4012715,34.6850932908,-82.9547833102,4176816,2017-12-07 19:20:09
4012715,34.6854794809,-82.9548390917,4176816,2017-12-07 19:20:11
4012715,34.6854794809,-82.9548390917,4176816,2017-12-07 19:20:12
4012715,34.6854794809,-82.9548390917,4176816,2017-12-07 19:20:13
4012715,34.6854794809,-82.9548390917,4176816,2017-12-07 19:20:14
4012715,34.6854794809,-82.9548390917,4176816,2017-12-07 19:20:16
4012715,34.6854794809,-82.9548390917,4176816,2017-12-07 19:20:17
4012715,34.6854794809,-82.9548390917,4176816,2017-12-07 19:20:18
4012715,34.6854794809,-82.9548390917,4176816,2017-12-07 19:20:19
4012715,34.6854794809,-82.9548390917,4176816,2017-12-07 19:20:21
4012715,34.6854794809,-82.9548390917,4176816,2017-12-07 19:20:22
4012715,34.6855691161,-82.9548545041,4176816,2017-12-07 19:20:23
4012715,34.6855691161,-82.9548545041,4176816,2017-12-07 19:20:25
4012715,34.6855691161,-82.9548545041,4176816,2017-12-07 19:20:26
4012715,34.6855691161,-82.9548545041,4176816,2017-12-07 19:20:27
4012715,34.6855691161,-82.9548545041,4176816,2017-12-07 19:20:29
4012715,34.6855324482,-82.9553395099,4176816,2017-12-07 19:20:30
4012715,34.6855324482,-82.9553395099,4176816,2017-12-07 19:20:31
4012715,34.6855324482,-82.9553395099,4176816,2017-12-07 19:20:32
4012715,34.6855324482,-82.9553395099,4176816,2017-12-07 19:20:34
4012715,34.6855324482,-82.9553395099,4176816,2017-12-07 19:20:35
4012715,34.6854793337,-82.9559324841,4176816,2017-12-07 19:20:36
4012715,34.6854793337,-82.9559324841,4176816,2017-12-07 19:20:38
4012715,34.6854607984,-82.9561963031,4176816,2017-12-07 19:20:39
4012715,34.6854607984,-82.9561963031,4176816,2017-12-07 19:20:40
4012715,34.6854607984,-82.9561963031,4176816,2017-12-07 19:20:41
4012715,34.6854607984,-82.9561963031,4176816,2017-12-07 19:20:43
4012715,34.6854607984,-82.9561963031,4176666,2017-12-07 19:20:44
4012715,34.6854607984,-82.9561963031,4176666,2017-12-07 19:20:45
4012715,34.6854607984,-82.9561963031,4176666,2017-12-07 19:20:47
4012715,34.6854607984,-82.9561963031,4176666,2017-12-07 19:20:48
4012715,34.6854607984,-82.9561963031,4176666,2017-12-07 19:20:49
4012715,34.6854607984,-82.9561963031,4176666,2017-12-07 19:20:51
4012715,34.6854607984,-82.9561963031,4176666,2017-12-07 19:20:52
4012715,34.6854607984,-82.9561963031,4176666,2017-12-07 19:20:53
4012715,34.6854607984,-82.9561963031,4176666,2017-12-07 19:20:54
4012715,34.685440313,-82.9564428334,4176666,2017-12-07 19:20:56
4012715,34.685440313,-82.9564428334,4176666,2017-12-07 19:20:57
4012715,34.685440313,-82.9564428334,4176666,2017-12-07 19:20:58
4012715,34.685440313,-82.9564428334,4176666,2017-12-07 19:20:59
4012715,34.6853934848,-82.9569386124,4176666,2017-12-07 19:21:01
4012715,34.6853934848,-82.9569386124,4176666,2017-12-07 19:21:02
4012715,34.6853934848,-82.9569386124,4176666,2017-12-07 19:21:03
